x1,x2,x3,x4,x5,x6,loudness,roughness,model_unp,loud_diff,pow_diff,model_det
0.0,0.0,0.0,0.0,0.0,0.0,33.40888888888889,0.06325320019771843,0.84472,15.866666666666667,9.687763214111328,5.2928
0.0,0.0,0.0,0.0,0.0,1.0,33.537777777777784,0.06674270847565851,0.895528,12.313888888888888,9.681181907653809,5.305611
0.0,0.0,0.0,0.0,0.0,2.0,33.04055555555556,0.06655257221356477,1.24871,10.721111111111112,9.631948471069336,5.12707
0.0,0.0,0.0,0.0,0.0,3.0,33.528333333333336,0.0736406526437506,2.13722,7.987777777777778,10.353374481201172,4.94497
0.0,0.0,0.0,0.0,1.0,0.0,33.40888888888889,0.06325320019771843,1.5224,15.866666666666667,9.687763214111328,5.323842
0.0,0.0,0.0,0.0,1.0,1.0,33.18666666666667,0.0699993882628053,1.573208,12.944444444444445,9.121770858764648,5.336653
0.0,0.0,0.0,0.0,1.0,2.0,33.821666666666665,0.07376454681249396,1.92639,14.604444444444445,11.003833770751953,5.158112
0.0,0.0,0.0,0.0,1.0,3.0,33.79055555555555,0.07921286227044792,2.8148999999999997,13.88888888888889,10.47370719909668,4.976012
0.0,0.0,0.0,0.0,2.0,0.0,33.40888888888889,0.06325320019771843,1.5949200000000001,15.866666666666667,9.687763214111328,5.262442
0.0,0.0,0.0,0.0,2.0,1.0,33.6311111111111,0.07188258492049057,1.645728,13.905,10.436878204345703,5.275253
0.0,0.0,0.0,0.0,2.0,2.0,34.028333333333336,0.06802573468593104,1.9989100000000002,14.755555555555556,11.56222915649414,5.096712
0.0,0.0,0.0,0.0,2.0,3.0,33.9388888888889,0.0779481368737584,2.88742,13.694444444444445,10.951838493347168,4.914612
0.0,0.0,0.0,0.0,3.0,0.0,33.40888888888889,0.06325320019771843,1.2355800000000001,15.866666666666667,9.687763214111328,5.3844449999999995
0.0,0.0,0.0,0.0,3.0,1.0,33.20777777777778,0.07495701391156695,1.286388,14.576666666666666,8.881921768188477,5.397256
0.0,0.0,0.0,0.0,3.0,2.0,33.672222222222224,0.07159107666834538,1.6395700000000002,14.29277777777778,10.393707275390625,5.2187149999999995
0.0,0.0,0.0,0.0,3.0,3.0,34.215555555555554,0.07404471644871988,2.52808,14.336111111111112,12.689619064331055,5.036614999999999
0.0,0.0,0.0,1.0,0.0,0.0,33.40888888888889,0.06325320019771843,0.72553,15.866666666666667,9.687763214111328,5.249803
0.0,0.0,0.0,1.0,0.0,1.0,33.537777777777784,0.06674270847565851,0.776338,12.313888888888888,9.681181907653809,5.262614
0.0,0.0,0.0,1.0,0.0,2.0,33.04055555555556,0.06655257221356477,1.12952,10.721111111111112,9.631948471069336,5.084073
0.0,0.0,0.0,1.0,0.0,3.0,33.528333333333336,0.0736406526437506,2.01803,7.987777777777778,10.353374481201172,4.901973
0.0,0.0,0.0,1.0,1.0,0.0,33.40888888888889,0.06325320019771843,1.40321,15.866666666666667,9.687763214111328,5.280845
0.0,0.0,0.0,1.0,1.0,1.0,33.18666666666667,0.0699993882628053,1.454018,12.944444444444445,9.121770858764648,5.293656
0.0,0.0,0.0,1.0,1.0,2.0,33.821666666666665,0.07376454681249396,1.8072000000000001,14.604444444444445,11.003833770751953,5.115115
0.0,0.0,0.0,1.0,1.0,3.0,33.79055555555555,0.07921286227044792,2.69571,13.88888888888889,10.47370719909668,4.933015
0.0,0.0,0.0,1.0,2.0,0.0,33.40888888888889,0.06325320019771843,1.47573,15.866666666666667,9.687763214111328,5.219445
0.0,0.0,0.0,1.0,2.0,1.0,33.6311111111111,0.07188258492049057,1.526538,13.905,10.436878204345703,5.2322560000000005
0.0,0.0,0.0,1.0,2.0,2.0,34.028333333333336,0.06802573468593104,1.87972,14.755555555555556,11.56222915649414,5.053715
0.0,0.0,0.0,1.0,2.0,3.0,33.9388888888889,0.0779481368737584,2.76823,13.694444444444445,10.951838493347168,4.871615
0.0,0.0,0.0,1.0,3.0,0.0,33.40888888888889,0.06325320019771843,1.11639,15.866666666666667,9.687763214111328,5.341448
0.0,0.0,0.0,1.0,3.0,1.0,33.20777777777778,0.07495701391156695,1.167198,14.576666666666666,8.881921768188477,5.354259
0.0,0.0,0.0,1.0,3.0,2.0,33.672222222222224,0.07159107666834538,1.52038,14.29277777777778,10.393707275390625,5.175718
0.0,0.0,0.0,1.0,3.0,3.0,34.215555555555554,0.07404471644871988,2.40889,14.336111111111112,12.689619064331055,4.993618
0.0,0.0,0.0,2.0,0.0,0.0,33.40888888888889,0.06325320019771843,1.30034,15.866666666666667,9.687763214111328,5.10108
0.0,0.0,0.0,2.0,0.0,1.0,33.537777777777784,0.06674270847565851,1.351148,12.313888888888888,9.681181907653809,5.113891
0.0,0.0,0.0,2.0,0.0,2.0,33.04055555555556,0.06655257221356477,1.7043300000000001,10.721111111111112,9.631948471069336,4.93535
0.0,0.0,0.0,2.0,0.0,3.0,33.528333333333336,0.0736406526437506,2.59284,7.987777777777778,10.353374481201172,4.7532499999999995
0.0,0.0,0.0,2.0,1.0,0.0,33.40888888888889,0.06325320019771843,1.97802,15.866666666666667,9.687763214111328,5.132122
0.0,0.0,0.0,2.0,1.0,1.0,33.18666666666667,0.0699993882628053,2.028828,12.944444444444445,9.121770858764648,5.144933
0.0,0.0,0.0,2.0,1.0,2.0,33.821666666666665,0.07376454681249396,2.3820099999999997,14.604444444444445,11.003833770751953,4.966392
0.0,0.0,0.0,2.0,1.0,3.0,33.79055555555555,0.07921286227044792,3.27052,13.88888888888889,10.47370719909668,4.784292
0.0,0.0,0.0,2.0,2.0,0.0,33.40888888888889,0.06325320019771843,2.05054,15.866666666666667,9.687763214111328,5.070722
0.0,0.0,0.0,2.0,2.0,1.0,33.6311111111111,0.07188258492049057,2.1013479999999998,13.905,10.436878204345703,5.083533
0.0,0.0,0.0,2.0,2.0,2.0,34.028333333333336,0.06802573468593104,2.4545299999999997,14.755555555555556,11.56222915649414,4.904992
0.0,0.0,0.0,2.0,2.0,3.0,33.9388888888889,0.0779481368737584,3.34304,13.694444444444445,10.951838493347168,4.722892
0.0,0.0,0.0,2.0,3.0,0.0,33.40888888888889,0.06325320019771843,1.6912,15.866666666666667,9.687763214111328,5.192724999999999
0.0,0.0,0.0,2.0,3.0,1.0,33.20777777777778,0.07495701391156695,1.742008,14.576666666666666,8.881921768188477,5.2055359999999995
0.0,0.0,0.0,2.0,3.0,2.0,33.672222222222224,0.07159107666834538,2.09519,14.29277777777778,10.393707275390625,5.026994999999999
0.0,0.0,0.0,2.0,3.0,3.0,34.215555555555554,0.07404471644871988,2.9837,14.336111111111112,12.689619064331055,4.844894999999999
0.0,0.0,0.0,3.0,0.0,0.0,33.40888888888889,0.06325320019771843,1.69263,15.866666666666667,9.687763214111328,4.94417
0.0,0.0,0.0,3.0,0.0,1.0,33.537777777777784,0.06674270847565851,1.743438,12.313888888888888,9.681181907653809,4.956981
0.0,0.0,0.0,3.0,0.0,2.0,33.04055555555556,0.06655257221356477,2.09662,10.721111111111112,9.631948471069336,4.77844
0.0,0.0,0.0,3.0,0.0,3.0,33.528333333333336,0.0736406526437506,2.98513,7.987777777777778,10.353374481201172,4.59634
0.0,0.0,0.0,3.0,1.0,0.0,33.40888888888889,0.06325320019771843,2.37031,15.866666666666667,9.687763214111328,4.975212
0.0,0.0,0.0,3.0,1.0,1.0,33.18666666666667,0.0699993882628053,2.421118,12.944444444444445,9.121770858764648,4.988023
0.0,0.0,0.0,3.0,1.0,2.0,33.821666666666665,0.07376454681249396,2.7742999999999998,14.604444444444445,11.003833770751953,4.809482
0.0,0.0,0.0,3.0,1.0,3.0,33.79055555555555,0.07921286227044792,3.66281,13.88888888888889,10.47370719909668,4.627382
0.0,0.0,0.0,3.0,2.0,0.0,33.40888888888889,0.06325320019771843,2.44283,15.866666666666667,9.687763214111328,4.913812
0.0,0.0,0.0,3.0,2.0,1.0,33.6311111111111,0.07188258492049057,2.493638,13.905,10.436878204345703,4.926623
0.0,0.0,0.0,3.0,2.0,2.0,34.028333333333336,0.06802573468593104,2.8468199999999997,14.755555555555556,11.56222915649414,4.748082
0.0,0.0,0.0,3.0,2.0,3.0,33.9388888888889,0.0779481368737584,3.73533,13.694444444444445,10.951838493347168,4.565982
0.0,0.0,0.0,3.0,3.0,0.0,33.40888888888889,0.06325320019771843,2.0834900000000003,15.866666666666667,9.687763214111328,5.0358149999999995
0.0,0.0,0.0,3.0,3.0,1.0,33.20777777777778,0.07495701391156695,2.1342980000000003,14.576666666666666,8.881921768188477,5.048626
0.0,0.0,0.0,3.0,3.0,2.0,33.672222222222224,0.07159107666834538,2.48748,14.29277777777778,10.393707275390625,4.8700849999999996
0.0,0.0,0.0,3.0,3.0,3.0,34.215555555555554,0.07404471644871988,3.3759900000000003,14.336111111111112,12.689619064331055,4.687984999999999
0.0,0.0,1.0,0.0,0.0,0.0,32.46333333333334,0.07462055639185709,1.1417000000000002,13.041666666666666,9.589295387268066,5.306181
0.0,0.0,1.0,0.0,0.0,1.0,32.73444444444445,0.07050349098922498,1.1925080000000001,12.863333333333333,10.269536972045898,5.318992
0.0,0.0,1.0,0.0,0.0,2.0,33.22833333333333,0.06860659229683588,1.5456900000000002,10.452222222222222,10.14515209197998,5.140451
0.0,0.0,1.0,0.0,0.0,3.0,32.56888888888889,0.06955076500714112,2.4342,7.525555555555556,9.882160186767578,4.9583509999999995
0.0,0.0,1.0,0.0,1.0,0.0,32.46333333333334,0.07462055639185709,1.8193800000000002,13.041666666666666,9.589295387268066,5.337223
0.0,0.0,1.0,0.0,1.0,1.0,33.31944444444444,0.07040000550799691,1.8701880000000002,14.015,10.125247955322266,5.350034
0.0,0.0,1.0,0.0,1.0,2.0,33.33111111111111,0.06917969471435538,2.22337,13.561666666666667,10.907432556152344,5.171493
0.0,0.0,1.0,0.0,1.0,3.0,32.80777777777778,0.06705553080052339,3.11188,12.581111111111113,13.084844589233398,4.989393
0.0,0.0,1.0,0.0,2.0,0.0,32.46333333333334,0.07462055639185709,1.8919000000000001,13.041666666666666,9.589295387268066,5.275823
0.0,0.0,1.0,0.0,2.0,1.0,32.65888888888889,0.06497561649322438,1.942708,13.176666666666668,9.333850860595703,5.288634
0.0,0.0,1.0,0.0,2.0,2.0,32.83277777777778,0.07167170001486105,2.29589,13.226111111111113,10.656647682189941,5.110093
0.0,0.0,1.0,0.0,2.0,3.0,33.28833333333333,0.07571044624422008,3.1844,14.01,11.007755279541016,4.927993
0.0,0.0,1.0,0.0,3.0,0.0,32.46333333333334,0.07462055639185709,1.5325600000000001,13.041666666666666,9.589295387268066,5.397825999999999
0.0,0.0,1.0,0.0,3.0,1.0,33.04333333333333,0.07496011768601053,1.583368,14.008333333333335,10.473142623901367,5.4106369999999995
0.0,0.0,1.0,0.0,3.0,2.0,32.94722222222222,0.07719072887455282,1.9365500000000002,13.98388888888889,11.853315353393555,5.232095999999999
